Sample_ID	Lactobacillaceae Lactobacillus iners	Bifidobacteriaceae Gardnerella vaginalis	Lactobacillaceae Lactobacillus crispatus	Lachnospiraceae Candidatus_Lachnocurva vaginae_(BVAB1)	Veillonellaceae Megasphaera sp_DNF00751	Prevotellaceae Prevotella amnii	Prevotellaceae Prevotella sp	Leptotrichiaceae Sneathia amnii	Prevotellaceae Prevotella bivia	Coriobacteriaceae Atopobium vaginae	Actinomycetaceae Mobiluncus mulieris	Prevotellaceae Prevotella timonensis	Bifidobacteriaceae Gardnerella sp	Prevotellaceae Prevotella sp_S7-1-8	Aerococcaceae Aerococcus christensenii	Lactobacillaceae Lactobacillus sp	Lactobacillaceae Lactobacillus jensenii	Leptotrichiaceae Sneathia sanguinegens	Prevotellaceae Prevotella ihumii	Prevotellaceae Prevotella buccalis	Peptostreptococcaceae Peptostreptococcus anaerobius	Veillonellaceae Veillonella montpellierensis	Veillonellaceae Megasphaera sp_KA00182	Streptococcaceae Streptococcus sp	Prevotellaceae Prevotella disiens	Prevotellaceae Prevotella sp_DNF00663	Bacillales_Incertae_Sedis_XI Gemella asaccharolytica	Streptococcaceae Streptococcus agalactiae	Prevotellaceae Prevotella melaninogenica	Veillonellaceae Dialister sp_DNF00626	Leptotrichiaceae Sneathia sp	Fastidiosipilaceae BVAB2 BVAB2	Porphyromonadaceae Porphyromonadaceae sp_DNF00129	Coriobacteriaceae Atopobium sp	Porphyromonadaceae gen sp	Coriobacteriaceae Coriobacteriaceae sp_DNF00809	Mycoplasmataceae Mycoplasma hominis	Enterobacteriaceae Escherichia/Shigella sp	Peptostreptococcaceae Peptostreptococcus stomatis	Lactobacillaceae Lactobacillus johnsonii	Porphyromonadaceae Porphyromonas gingivalis	Peptoniphilaceae Anaerococcus sp	Actinomycetaceae Mobiluncus curtisii	Porphyromonadaceae Porphyromonas uenonis	Prevotellaceae Prevotella corporis	Corynebacteriaceae Corynebacterium sp	Staphylococcaceae Staphylococcus sp	Prevotellaceae Prevotella copri	Pasteurellaceae Haemophilus sp	Mycoplasmataceae Candidatus_Mycoplasma girerdii	Corynebacteriaceae Corynebacterium pseudogenitalium	Veillonellaceae Megasphaera sp	Fusobacteriaceae Fusobacterium equinum	Veillonellaceae Dialister micraerophilus	Peptoniphilaceae Parvimonas sp_KA00581	Actinomycetaceae Arcanobacterium sp	Prevotellaceae Prevotella colorans	Ruminococcaceae Mageeibacillus indolicus	Peptoniphilaceae Peptoniphilus sp	Mycoplasmataceae Ureaplasma sp	Veillonellaceae Dialister sp	Prevotellaceae gen sp	Peptoniphilaceae Peptoniphilus lacrimalis	Peptoniphilaceae Peptoniphilus coxii	Prevotellaceae Massiliprevotella massiliensis	Fusobacteriaceae Fusobacterium sp	Clostridiales_Incertae_Sedis_XI Fenollaria massiliensis	Carnobacteriaceae Granulicatella elegans	Prevotellaceae Alloprevotella rava	Peptoniphilaceae Parvimonas sp	Lachnospiraceae gen sp	Corynebacteriaceae Corynebacterium aurimucosum	Lachnospiraceae Moryella sp	Corynebacteriaceae Corynebacterium tuberculostearicum	Bifidobacteriaceae Bifidobacterium sp	Prevotellaceae Prevotella intermedia	Veillonellaceae Megasphaera elsdenii	Veillonellaceae Selenomonas sp	Actinomycetaceae Mobiluncus sp	Peptoniphilaceae Peptoniphilus massiliensis	Peptoniphilaceae Finegoldia magna	Peptoniphilaceae Anaerococcus lactolyticus	Prevotellaceae Prevotellamassilia timonensis	Peptococcaceae Peptococcus niger	Porphyromonadaceae Porphyromonas asaccharolytica	Bacillales_Incertae_Sedis_XI Gemella sp	Ruminococcaceae Oscillibacter sp	Fusobacteriaceae Fusobacterium nucleatum	Lachnospiraceae Blautia sp	Comamonadaceae Pelomonas sp	Bacteroidaceae Bacteroides fragilis	Prevotellaceae Paraprevotella sp	Lachnospiraceae Clostridiales sp_DNF00545	Synergistaceae Jonquetella anthropi	Aerococcaceae Aerococcus sp	Bifidobacteriaceae Bifidobacterium bifidum	Porphyromonadaceae Porphyromonas sp	Corynebacteriaceae Corynebacterium jeikeium	Actinomycetaceae Actinomyces hongkongensis	Corynebacteriaceae Corynebacterium riegelii	Halomonadaceae Halomonas sp	Peptococcaceae Peptococcus sp	Tissierellia_incertae_sedis Ezakiella sp	Campylobacteraceae Campylobacter sp	Actinomycetaceae Actinomyces neuii	Lactobacillaceae Lactobacillus fermentum	Corynebacteriaceae Corynebacterium genitalium	Lactobacillaceae Lactobacillus gasseri	Peptostreptococcaceae Peptostreptococcus sp	Corynebacteriaceae Corynebacterium tuscaniense	Veillonellaceae Dialister propionicifaciens	Porphyromonadaceae Porphyromonas sp_KA00251	Porphyromonadaceae Porphyromonas bennonis	Lawsonellaceae Lawsonella clevelandensis	Ruminococcaceae gen sp	Enterococcaceae Enterococcus sp	Bifidobacteriaceae gen sp	Dermabacteraceae Dermabacter sp	Brevibacteriaceae Brevibacterium sp	Unclassified Saccharibacteria genomosp_TM7-H1	Enterobacteriaceae Enterobacter sp	Ruminococcaceae Faecalibacterium prausnitzii	Prevotellaceae Metaprevotella massiliensis	Peptoniphilaceae Peptoniphilus duerdenii	Prevotellaceae Prevotella stercorea	Actinomycetaceae Schaalia turicensis	Clostridiaceae_1 Clostridium sp	Sutterellaceae Sutterella morbirenis	Actinomycetaceae Varibaculum sp	Veillonellaceae Veillonella sp	Peptostreptococcaceae Filifactor alocis	Intrasporangiaceae Janibacter sp	Peptoniphilaceae Anaerococcus obesiensis	Veillonellaceae Veillonella dispar	Veillonellaceae gen sp	Erysipelotrichaceae Bulleidia sp	Micrococcaceae Pseudoglutamicibacter cumminsii	Prevotellaceae Prevotella brunnea	Coriobacteriaceae Parvibacter sp	Coriobacteriaceae Collinsella aerofaciens	Pasteurellaceae Haemophilus parainfluenzae	Desulfovibrionaceae Bilophila wadsworthia	Prevotellaceae Prevotella bergensis	Neisseriaceae Neisseria gonorrhoeae	Prevotellaceae Prevotella sp_KA00344	Lachnospiraceae Ruminococcus gnavus	Mycoplasmataceae Mycoplasma spermatophilum	Corynebacteriaceae Corynebacterium pyruviciproducens	Lachnospiraceae Roseburia sp	Peptostreptococcaceae Romboutsia sp	Bacteroidaceae Bacteroides vulgatus	Peptostreptococcaceae Criibacterium bergeronii	Moraxellaceae Acinetobacter sp	Dermabacteraceae Dermabacter hominis	Peptoniphilaceae Murdochiella sp	Peptoniphilaceae Finegoldia sp	Pasteurellaceae Pasteurella bettyae	Coriobacteriaceae Atopobium deltae	Lachnospiraceae Roseburia faecis	Lactobacillaceae Lactobacillus mucosae	Clostridiales_Incertae_Sedis_XIII Casaltella massiliensis	Micrococcaceae Micrococcus sp	Dermabacteraceae Brachybacterium sp	Carnobacteriaceae gen sp	Ruminococcaceae Saccharofermentans sp	Ruminococcaceae Ruminococcus sp	Coriobacteriaceae Slackia exigua	Neisseriaceae Neisseria sp	Campylobacteraceae Campylobacter ureolyticus	Lachnospiraceae Ruminococcus faecis	Verrucomicrobiaceae Akkermansia muciniphila	Acidaminococcaceae Acidaminococcus fermentans	Acidaminococcaceae Succiniclasticum sp	Sutterellaceae Parasutterella excrementihominis	Veillonellaceae Megasphaera stantonii	Lachnospiraceae Fusicatenibacter saccharivorans	Enterobacteriaceae Proteus sp	Clostridiales_Incertae_Sedis_XIII Congobacterium massiliense	Aerococcaceae Facklamia sp	Succinivibrionaceae Succinivibrio sp	Lachnospiraceae Blautia obeum	Actinomycetaceae Actinomyces funkei	Bradyrhizobiaceae Afipia sp	Ruminococcaceae Gemmiger formicilis	Peptoniphilaceae Anaerococcus hydrogenalis	Coriobacteriaceae gen sp	Lactobacillaceae Lactobacillus coleohominis	Shewanellaceae Shewanella sp	Bradyrhizobiaceae Bradyrhizobium sp	Lachnospiraceae Syntrophococcus sp	Coriobacteriaceae Paraeggerthella sp	Brevibacteriaceae Brevibacterium paucivorans	Lachnospiraceae Roseburia intestinalis	Synergistaceae Fretibacterium sp	Microbacteriaceae Pseudoclavibacter sp	Ruminococcaceae Sporobacter sp	Lachnospiraceae Moryella indoligenes	Clostridiales_Incertae_Sedis_XI gen sp	Lachnospiraceae Blautia faecis	Lachnospiraceae Ruminococcus torques	Peptoniphilaceae Parvimonas micra	Burkholderiales_incertae_sedis Aquabacterium sp	Sutterellaceae Sutterella stercoricanis	Porphyromonadaceae Porphyromonas somerae	Enterobacteriaceae Serratia sp	Xanthomonadaceae Luteimonas sp	Clostridiaceae_1 Clostridium colicanis	Lachnospiraceae Dorea formicigenerans	Ruminococcaceae Marseillibacter massiliensis	Veillonellaceae Veillonella parvula	Carnobacteriaceae Granulicatella sp	Dermabacteraceae Helcobacillus sp	Actinomycetaceae Actinomyces sp	Aerococcaceae Globicatella sp	Micrococcaceae Rothia mucilaginosa	Desulfobacteraceae Desulfatiglans anilini	Brevibacteriaceae gen sp	Lachnospiraceae Catonella sp	Desulfovibrionaceae Desulfovibrio piger	Leptotrichiaceae Streptobacillus sp	Sutterellaceae Duodenibacillus massiliensis	Veillonellaceae Dialister pneumosintes	Peptoniphilaceae Clostridiales sp_KA00134	Ruminococcaceae Flavonifractor plautii	Microbacteriaceae Pseudoclavibacter faecalis	Chlamydiaceae Chlamydia trachomatis	Carnobacteriaceae Trichococcus sp	Moraxellaceae Moraxella osloensis	Peptostreptococcaceae Terrisporobacter sp	Alcaligenaceae Oligella urethralis	Sutterellaceae Sutterella sp	Xanthomonadaceae Thermomonas sp	Bacillaceae_1 Bacillus sp	Spirochaetaceae Treponema sp	Lachnospiraceae Oribacterium sp	Mycoplasmataceae Mycoplasma sp	Ruminococcaceae Intestinimonas sp	Micrococcaceae Micrococcus lylae	Brevibacteriaceae Brevibacterium luteolum	Erysipelotrichaceae Turicibacter sanguinis	Actinomycetaceae gen sp	Lachnospiraceae Enterocloster sp	Clostridiaceae_1 Clostridium perfringens	Clostridiaceae_1 Clostridium ventriculi	Prevotellaceae Alloprevotella sp	Spirochaetaceae Sphaerochaeta sp	Veillonellaceae Negativicoccus succinicivorans	Lachnospiraceae Roseburia inulinivorans	Lactobacillaceae Lactobacillus salivarius	Porphyromonadaceae Tannerella forsythia	Mycoplasmataceae Mycoplasma salivarium	Bacteroidaceae Bacteroides caccae	Actinomycetaceae Schaalia odontolytica	Peptostreptococcaceae Peptoanaerobacter stomatis	Ruminococcaceae Gemmiger sp	Erysipelotrichaceae Catenibacterium mitsuokai	Erysipelotrichaceae Holdemanella sp	Flavobacteriaceae Chryseobacterium sp	Veillonellaceae Mitsuokella jalaludinii	Lachnospiraceae Fusicatenibacter sp	Lachnospiraceae Murimonas sp	Staphylococcaceae Nosocomiicoccus massiliensis	Microbacteriaceae Microbacterium lacticum	Campylobacteraceae Campylobacter hominis	Comamonadaceae Comamonas sp	Veillonellaceae Mitsuokella sp	Porphyromonadaceae Porphyromonas endodontalis	Lachnospiraceae Clostridium_XlVa sp	Carnobacteriaceae Granulicatella adiacens	Eubacteriaceae Eubacterium sp	Comamonadaceae Variovorax sp	Corynebacteriaceae Corynebacterium massiliense	Lachnospiraceae Anaerostipes hadrus	Peptostreptococcaceae Paeniclostridium sp	Sutterellaceae Sutterella wadsworthensis	Erysipelotrichaceae Clostridium_XVIII sp	Lachnospiraceae Faecalimonas umbilicata	Acidaminococcaceae Acidaminococcus sp	Bacteroidaceae Bacteroides sp
0001.003.1	5.199599630828426e-4	0.690688816961094	0	1.0399199261656852e-4	0	0	0	0	0.00609653056714633	0.2043702634897113	0	0	1.559879889248528e-4	0	0.054257822147694625	0	0	0.03646219241118434	0	5.199599630828426e-5	0	0	2.0798398523313704e-4	0	0	0	0.0033277437637301926	0	0	0	0	1.429889898477817e-4	0	0	0	2.859779796955634e-4	5.069609640057716e-4	0	0	0	0	2.729789806184924e-4	0	0	0	0	0	0	0	0	0	0	0	4.1596797046627407e-4	6.499499538535533e-5	0	0	0	0	7.79939944624264e-5	0.0015468808901714568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6397197415798983e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79939944624264e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.2	0.9995719094783133	2.724212410733397e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5566928061333697e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.3	0.9981456757157692	5.006675567423231e-4	1.1125945705384957e-4	0	0	0	0	0	0	7.417297136923305e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.675567423230974e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.966918854769322e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6688918558077436e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7086485684616525e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.4	0.9996946206248531	3.0537937514681703e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.5	0.760512680665394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05994000545404963	0.17859285519498228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4543223343332423e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.181347150259067e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.181074447777475e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09080992637033e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.6	0.7470072680632749	0	6.947413424540402e-4	0	0	2.1376656690893543e-4	0	0	0	0	0	0	0	0	0	0.051410859341598975	0.20051303976058144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.603249251817016e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.3	0.9907327155143677	0.0017667844522968198	0	1.666777785185679e-4	0	0	0	0	0	0	0	0	0	0	0	0.007333822254816987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.4	0.9821819606758407	0.0011294746790217367	0.0034345250443722193	0	0	0	0	0	1.1525251826752414e-4	0	0	0	0	0	0	0.012078463914436531	0	0	0	0	6.915151096051449e-5	4.610100730700966e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.915151096051449e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.837171242191642e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.220201461401931e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.5	0.8481217308606752	0	0.1468378506894912	0	0	0	0	0	0	0	0	0	0	0	4.438104295450943e-4	0.001997146932952924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.487081946425741e-4	0	0	0	0	0	0	0	0	2.536059597400539e-4	0	0	0	0	0	0	0	0	0	0	0	0	6.340148993501347e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	3.170074496750674e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2680297987002694e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.340148993501347e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.902044698050404e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51022349025202e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.6	0.2848035837353549	0.007064093728463129	0.43636572478750285	0.0113140362968068	0.017286928555019527	0.004766827475304387	0.015334252239834596	0	0.11061337008959338	0.002067539627842867	0	0.008442453480358374	0	0.015736273834137376	6.891798759476223e-4	0.004939122444291294	0.002814151160119458	0	0	0	0.007868136917068688	0.010050539857569492	0	7.466115322765909e-4	0.020388237996783826	0	4.5945325063174823e-4	8.614748449345279e-4	0	0.001320928095566276	0	0.0017229496898690559	0	0	0	0	0	0	0	0	0	0.010624856420859178	0	0	0	5.743165632896852e-4	2.2972662531587412e-4	0	0	0	0	0	0	0.001091201470250402	0	0	0.0018952446588559615	0	0.0029290144727773947	9.189065012634965e-4	0	0	6.317482196186538e-4	6.317482196186538e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009878244888582587	0	0	0	0	0	0	0	0	0	0	0	0.001091201470250402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2972662531587412e-4	0	0	0	0	0	0	0	0	0	0	0	0	1.1486331265793706e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7229496898690558e-4	0	8.614748449345279e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.614748449345279e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.614748449345279e-4	7.466115322765909e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
