	shannon
0001.003.1	1.28820476152
0001.003.2	-0.0
0001.003.3	0.0204966577058
0001.003.4	-0.0
0001.003.5	0.738127174798
0001.003.6	0.828696753438
0008.007.3	0.052131597947
0008.007.4	0.0924249626248
0008.007.5	0.597795827821
0008.007.6	2.31684205663
0018.017.3	2.27109486261
0018.017.4	2.04589968554
0018.017.5	2.83369618077
0018.017.6	2.22268960819
0021.023.5	2.73456643929
0021.023.6	3.74035835801
0021.023.7	2.93550121323
0029.043.2	2.04381907209
0029.043.3	2.96576553832
0029.043.4	3.10622602529
0032.033.1	2.02474619114
0032.033.2	2.84502038598
0032.033.4	1.98786911821
0032.033.5	1.94588346234
0032.033.6	2.82286158253
0036.028.3	2.46485070984
0036.028.4	3.70179880638
0036.028.5	3.44552859439
0036.028.6	3.74373098393
0041.030.3	0.270676181074
0041.030.4	1.55031565176
0044.034.1	1.29306407769
0044.034.2	2.63858439252
0044.034.3	2.46438594037
0044.034.4	2.47865200974
0044.034.5	3.10318172854
0047.038.3	2.07027923256
0047.038.4	0.592574798171
0047.038.5	1.55638458541
0051.064.5	3.67946959128
0051.064.6	3.11420128389
0055.051.1	0.218851207312
0055.051.2	0.932335715152
0055.051.3	0.0204966577058
0055.051.4	0.942291102097
0055.051.5	2.78436417063
0055.051.6	1.65507812201
0055.051.7	1.02413511567
0058.068.1	0.252508959751
0058.068.2	1.60299534813
0058.068.3	2.82854433574
0058.068.4	3.06436712226
0061.057.2	3.66185536451
0061.057.3	3.32366567748
0061.057.4	2.47653789136
0067.062.1	2.36324606008
0067.062.2	1.22676202422
0067.062.3	2.16328083433
0067.062.4	1.14520049978
0067.062.5	1.34089243252
0067.062.6	0.399350959038
0068.050.1	1.04030239344
0068.050.2	1.99782519592
0068.050.3	1.56095016482
0068.050.4	1.54396710579
0068.050.5	3.08187950536
0068.050.6	2.0054665011
0079.069.1	2.67840514301
0079.069.2	2.94261382911
0079.069.3	2.15448388612
0079.069.4	2.70979684285
0079.069.5	2.51491300803
0079.069.6	3.07513911015
0079.069.7	3.45435972717
0085.075.1	1.7482018181
0085.075.2	2.28721117821
0085.075.3	2.27556443449
0085.075.4	0.389731310649
0085.075.5	1.4683787192
0085.075.6	2.46736291529
0090.080.1	0.295071134086
0090.080.2	-0.0
0090.080.3	0.494503345103
0090.080.4	2.8039709462
0090.080.5	1.52160965637
0090.080.6	1.41527245691
0090.080.7	2.67722095676
0094.086.1	0.863536055645
0094.086.2	0.123712682847
0094.086.3	0.380883920352
0094.086.5	0.907653499474
0094.086.6	0.0575439506036
0094.086.7	2.39631821195
0094.086.8	-0.0
0095.084.2	2.48792733733
0095.084.3	1.10425558288
0098.098.1	0.0370584628523
0098.098.2	0.332941781994
