	shannon
0001.003.1	1.43675817605
0001.003.2	-0.0
0001.003.3	0.0204966577058
0001.003.4	-0.0
0001.003.5	0.796226398696
0001.003.6	0.837404330623
0008.007.3	0.133345346282
0008.007.4	0.202137992811
0008.007.5	0.658297975759
0008.007.6	2.47993129131
0018.017.3	2.29230646561
0018.017.4	2.08265857648
0018.017.5	2.58504695013
0018.017.6	2.38431972634
0021.023.5	2.73028852203
0021.023.6	3.85161709462
0021.023.7	3.10856913365
0029.043.2	2.14930273065
0029.043.3	2.9612453197
0029.043.4	3.19536639763
0032.033.1	1.98025669275
0032.033.2	2.94505018077
0032.033.4	1.96326273123
0032.033.5	1.94244677187
0032.033.6	2.77342717038
0036.028.3	2.62293983233
0036.028.4	3.7149770316
0036.028.5	3.38779488032
0036.028.6	3.68996452082
0041.030.3	0.257468053742
0041.030.4	1.52526626389
0044.034.1	1.20744028424
0044.034.2	2.79339495658
0044.034.3	2.47426450544
0044.034.4	2.70524886087
0044.034.5	2.94005117591
0047.038.3	2.00360207174
0047.038.4	0.679257214521
0047.038.5	1.67096900003
0051.064.5	3.54868743013
0051.064.6	3.03996912571
0055.051.1	0.2464367775
0055.051.2	0.945884514123
0055.051.3	0.0575439506036
0055.051.4	0.93380459192
0055.051.5	2.80745235153
0055.051.6	1.64837671208
0055.051.7	1.04146934945
0058.068.1	0.324342513501
0058.068.2	1.83992664608
0058.068.3	2.7949823658
0058.068.4	3.05056482099
0061.057.2	3.55178713543
0061.057.3	3.37205873889
0061.057.4	2.37992051264
0067.062.1	2.33187605518
0067.062.2	1.19446133713
0067.062.3	2.2344511745
0067.062.4	1.12375425765
0067.062.5	1.41317634041
0067.062.6	0.376288582081
0068.050.1	0.960928297521
0068.050.2	2.09346837368
0068.050.3	1.55422771148
0068.050.4	1.4786522696
0068.050.5	2.96401154313
0068.050.6	2.00512202623
0079.069.1	2.70786364774
0079.069.2	2.85383314699
0079.069.3	2.173135348
0079.069.4	2.95268075704
0079.069.5	2.47032240754
0079.069.6	3.26078836581
0079.069.7	3.37877508022
0085.075.1	2.05118311772
0085.075.2	2.30753575324
0085.075.3	2.18816913049
0085.075.4	0.364810064596
0085.075.5	1.581198784
0085.075.6	2.41791416808
0090.080.1	0.371271398898
0090.080.2	0.0409877359368
0090.080.3	0.483516157573
0090.080.4	2.63680101945
0090.080.5	1.67034836178
0090.080.6	1.42296451452
0090.080.7	2.77411310415
0094.086.1	0.726725486564
0094.086.2	0.0575439506036
0094.086.3	0.380883920352
0094.086.5	0.451183515876
0094.086.6	-0.0
0094.086.7	2.32199798401
0094.086.8	0.0204966577058
0095.084.2	2.51251819099
0095.084.3	1.25850415483
0098.098.1	-0.0
0098.098.2	0.510498845005
0098.098.3	3.12561920204
0098.098.4	1.31765674139
0100.083.1	2.44867798739
0100.083.2	3.61372006308
0100.083.3	2.82115008856
0100.083.4	3.09756308301
0101.088.1	3.28508240067
0101.088.2	2.65718149742
0101.088.3	2.69424624575
0101.088.4	2.91891371686
0101.088.5	1.6682250404
0101.088.6	0.703625693307
0106.082.2	-0.0
0106.082.3	2.2146941341
0121.101.1	1.94385219806
0121.101.2	2.05878813713
0121.101.3	2.02910727169
0123.103.4	2.46568867359
0123.103.5	2.84540586247
0135.111.2	0.335610367123
0135.111.3	0.0924249626248
0135.111.4	2.10972355709
0135.111.5	2.85880312461
0135.111.6	2.53435790354
0136.112.1	2.62676854226
0136.112.2	3.20115198873
0136.112.3	2.01043002242
0136.112.4	3.04182598936
0136.112.5	3.00753038227
0136.112.6	3.5458687163
0138.113.1	2.56445757839
0138.113.2	1.32506024343
0138.113.4	0.0662360175732
0138.113.5	2.74567983565
0139.114.1	0.0780238368266
0139.114.2	1.50420383675
0139.114.3	1.79639073064
0154.119.2	2.31297823761
0154.119.3	2.86375682749
0154.119.4	2.64872965742
0158.129.1	0.182720834963
0158.129.2	0.346212680819
0158.129.3	0.118966760276
0158.129.4	0.0780238368266
0158.129.5	3.14471958516
0158.129.6	0.716792439658
0180.142.1	2.6221506778
0180.142.2	0.242699456262
0180.142.5	1.69018927669
0180.142.6	0.937452467359
0180.142.7	0.699150213468
0180.142.8	0.258159626131
0203.151.1	2.19271522286
0203.151.2	2.85760027731
0203.151.3	2.34940768029
0203.151.4	2.78192642545
0218.162.1	0.526147304919
0218.162.2	0.367355837662
0218.162.3	0.527021323334
0218.162.4	0.392671739606
0218.162.5	0.130088149444
0229.171.1	1.98033924452
0229.171.2	0.189074910621
0262.198.1	0.0204966577058
0262.198.2	1.6667232406
0275.201.2	2.4189931252
0275.201.3	4.23716821287
0275.201.4	2.49574973648
0275.201.5	2.59509349181
0275.201.6	2.07443658522
0275.201.7	1.63127301499
0275.201.8	1.98129801618
0282.202.1	1.07238337124
0282.202.2	0.0662360175732
0303.208.1	0.0204966577058
0303.208.2	0.386788130545
0387.272.1	2.51620988332
0387.272.2	2.4457978466
0387.272.3	3.11571869391
0397.268.1	2.83519152095
0397.268.2	2.84722832674
0411.296.1	1.92926648921
0411.296.2	1.33670088543
0411.296.3	0.980548841194
0411.296.4	2.73558340131
0411.296.5	1.4487295751
0411.296.6	0.743047599661
0421.295.1	0.734324953371
0421.295.2	0.725813850324
0421.295.3	0.938969462821
0421.295.4	0.998771795055
0422.293.1	0.0370584628523
0422.293.2	0.086710291176
0424.282.1	1.51887689616
0424.282.2	0.607705722695
0424.282.3	1.14975706771
0424.282.4	0.956954315288
0424.282.5	2.1651329416
0424.282.6	3.04424491351
0430.289.1	2.6176674504
0430.289.2	2.39955863688
0430.289.3	1.66361683305
0430.289.4	2.37936807378
0430.289.5	1.77989005353
0434.290.1	2.89559501905
0434.290.2	2.36785719749
0434.290.3	3.46841933752
0434.290.4	2.90139110053
0434.290.5	2.30356127744
0444.312.1	2.90588944684
0444.312.2	3.58459638904
0445.323.1	3.08175266259
0445.323.2	3.26068495479
0445.323.3	3.44894148583
0445.323.4	3.17772680529
0445.323.5	3.55068543255
0446.315.1	0.14173083078
0446.315.2	0.574672493833
0446.315.3	0.0370584628523
0446.315.4	0.623537159808
0446.315.5	0.235092106555
0455.313.1	0.191931177619
0455.313.2	1.27835230485
0455.313.3	4.1907738188
0455.313.4	2.60202423627
0455.313.5	0.131571229016
0476.335.1	2.7777047597
