	shannon
0001.003.1	1.39374641629
0001.003.2	0.0113286300646
0001.003.3	0.0113286300646
0001.003.4	-0.0
0001.003.5	0.843601162727
0001.003.6	0.83901618377
0008.007.3	0.0451114227475
0008.007.4	0.151507486059
0008.007.5	0.637645151766
0008.007.6	2.49993748656
0018.017.3	2.3160766245
0018.017.4	1.99025962017
0018.017.5	2.66018552961
0018.017.6	2.44949770861
0021.023.5	2.73750665856
0021.023.6	3.90049532073
0021.023.7	3.04751119098
0029.043.2	1.98425372213
0029.043.3	2.91773137183
0029.043.4	3.12396892241
0032.033.1	1.94312296029
0032.033.2	2.9200501218
0032.033.4	1.90509849451
0032.033.5	2.03050384652
0032.033.6	2.87228974017
0036.028.3	2.71825403263
0036.028.4	3.58264952792
0036.028.5	3.47878241313
0036.028.6	3.81123809524
0041.030.3	0.313112136761
0041.030.4	1.44587714784
0044.034.1	1.29440001828
0044.034.2	2.76450455414
0044.034.3	2.39418790087
0044.034.4	2.68740451446
0044.034.5	3.10647536169
0047.038.3	1.99802069611
0047.038.4	0.636147860936
0047.038.5	1.54633433967
0051.064.5	3.63139988949
0051.064.6	3.12730430324
0055.051.1	0.264209100778
0055.051.2	0.97707700281
0055.051.3	0.100323854778
0055.051.4	0.965491019422
0055.051.5	2.77171690778
0055.051.6	1.70947454282
0055.051.7	1.01738637265
0058.068.1	0.328910857601
0058.068.2	1.70763161671
0058.068.3	2.82039101676
0058.068.4	3.15255728808
0061.057.2	3.5736123031
0061.057.3	3.36629344628
0061.057.4	2.51163316494
0067.062.1	2.44369548199
0067.062.2	1.18601621289
0067.062.3	2.1650685215
0067.062.4	1.23303868803
0067.062.5	1.41893193538
0067.062.6	0.367399411348
0068.050.1	0.927644263525
0068.050.2	1.98052084945
0068.050.3	1.58387231956
0068.050.4	1.47801821286
0068.050.5	2.99918627637
0068.050.6	2.07519820607
0079.069.1	2.65148694519
0079.069.2	2.91823964291
0079.069.3	2.21685087313
0079.069.4	2.76698355331
0079.069.5	2.65714396476
0079.069.6	3.20980029227
0079.069.7	3.34503208185
0085.075.1	1.8766424103
0085.075.2	2.26209459262
0085.075.3	2.41846038952
0085.075.4	0.286380539464
0085.075.5	1.58310391973
0085.075.6	2.58183897403
0090.080.1	0.301273023473
0090.080.2	0.031997497908
0090.080.3	0.496524411022
0090.080.4	2.63328648586
0090.080.5	1.59728379067
0090.080.6	1.48501262015
0090.080.7	2.84007862582
0094.086.1	0.750465666321
0094.086.2	0.0639821786769
0094.086.3	0.393167065264
0094.086.5	0.646513453504
0094.086.6	0.0206717118488
0094.086.7	2.70460390293
0094.086.8	0.040588836527
0095.084.2	2.53652462875
0095.084.3	1.22640425874
0098.098.1	0.0226558388329
0098.098.2	0.596883937264
0098.098.3	3.04781288534
0098.098.4	1.45849895952
0100.083.1	2.63113704153
0100.083.2	3.70649497846
0100.083.3	2.95156047945
0100.083.4	3.10075477783
0101.088.1	3.34107000808
0101.088.2	2.86287017369
0101.088.3	2.73597690047
0101.088.4	2.9491369592
0101.088.5	1.86738325672
0101.088.6	0.651857816002
0106.082.2	0.0113286300646
0106.082.3	2.32050402807
0121.101.1	1.95951141201
0121.101.2	1.95981229724
0121.101.3	2.02831392685
0123.103.4	2.59852093461
0123.103.5	2.85099558425
0135.111.2	0.429169997034
0135.111.3	0.0677530132129
0135.111.4	2.12247436439
0135.111.5	2.76641257753
0135.111.6	2.33947419331
0136.112.1	2.7510569167
0136.112.2	3.31229612212
0136.112.3	2.02197213143
0136.112.4	3.18362522964
0136.112.5	2.96078953951
0136.112.6	3.41763966377
0138.113.1	2.62584242158
0138.113.2	1.22911301063
0138.113.4	0.0770875374518
0138.113.5	2.7897665528
0139.114.1	0.0900016229795
0139.114.2	1.58326720253
0139.114.3	1.74162840054
0154.119.2	2.29459758735
0154.119.3	2.74167411357
0154.119.4	2.56433483888
0158.129.1	0.185656388667
0158.129.2	0.511429344625
0158.129.3	0.065966305661
0158.129.4	0.0638838321317
0158.129.5	3.3916599814
0158.129.6	0.694353551248
0180.142.1	2.84574439785
0180.142.2	0.1858367995
0180.142.5	1.63557292726
0180.142.6	0.742611206217
0180.142.7	0.849658614988
0180.142.8	0.359932698379
0203.151.1	2.20330097687
0203.151.2	2.88616926066
0203.151.3	2.32251857246
0203.151.4	2.76051038698
0218.162.1	0.500249120032
0218.162.2	0.380536002181
0218.162.3	0.55705802266
0218.162.4	0.408114354648
0218.162.5	0.16461466957
0229.171.1	1.87329761767
0229.171.2	0.186093266934
0262.198.1	0.0772863866995
0262.198.2	1.65724407934
0275.201.2	2.42211011206
0275.201.3	4.21755980476
0275.201.4	2.36963694034
0275.201.5	2.68976638146
0275.201.6	2.14962238146
0275.201.7	1.63239846296
0275.201.8	1.88899288199
0282.202.1	1.04764912246
0282.202.2	0.0667796410971
0303.208.1	-0.0
0303.208.2	0.401794998733
0387.272.1	2.59457253699
0387.272.2	2.50269498535
0387.272.3	3.21881238508
0397.268.1	2.93064256885
0397.268.2	2.79851437657
0411.296.1	1.94926444991
0411.296.2	1.38563546175
0411.296.3	0.992324254227
0411.296.4	2.69430941485
0411.296.5	1.52633670987
0411.296.6	0.792846779589
0421.295.1	0.747365719422
0421.295.2	0.769787052426
0421.295.3	0.961675475275
0421.295.4	1.01698089585
0422.293.1	0.0486924152816
0422.293.2	0.0903888844135
0424.282.1	1.51666090604
0424.282.2	0.847415880121
0424.282.3	1.05952723045
0424.282.4	1.00722753877
0424.282.5	2.06716839039
0424.282.6	3.05133605629
0430.289.1	2.58699303098
0430.289.2	2.43730211363
0430.289.3	1.72186985931
0430.289.4	2.3650861253
0430.289.5	1.81907835355
0434.290.1	3.13004983321
0434.290.2	2.43774344932
0434.290.3	3.54302320122
0434.290.4	2.9085278598
0434.290.5	2.29596026016
0444.312.1	2.9182210278
0444.312.2	3.51856774127
0445.323.1	3.09178684393
0445.323.2	3.52875985173
0445.323.3	3.49203141043
0445.323.4	3.29757151839
0445.323.5	3.43278458768
0446.315.1	0.160803924071
0446.315.2	0.503151806653
0446.315.3	0.0903888844135
0446.315.4	0.612562926411
0446.315.5	0.19126099103
0455.313.1	0.219342668748
0455.313.2	1.24262624014
0455.313.3	4.02923977342
0455.313.4	2.56859936508
0455.313.5	0.136424477158
0476.335.1	2.86235830915
0476.335.2	0.175770535143
0476.335.3	0.0226558388329
0476.335.4	0.0486924152816
0476.335.5	0.069349878763
0484.349.1	2.5991161515
0484.349.2	1.92122612822
0484.349.3	2.4524695867
0484.349.4	3.40719155206
0484.349.5	2.1445646642
0590.427.3	2.43900501105
0590.427.4	2.25328510509
0650.470.1	2.33385242664
0650.470.2	2.64248705657
0650.470.3	4.08943013915
0650.470.4	2.17675818518
0662.479.2	2.21340040305
0662.479.3	1.12154255974
0671.486.1	1.58149718796
0671.486.2	0.979092377918
0671.486.3	2.53007155097
0671.486.4	1.1841708171
0675.493.1	3.77743987553
0675.493.2	2.34132588482
0691.499.1	2.65224587773
0691.499.2	2.87116181143
0691.499.3	0.932330475241
0695.498.1	2.18618629865
0695.498.2	1.91470629878
0707.511.1	0.443146625612
0707.511.2	0.993334145917
0708.515.1	0.200584937269
0708.515.2	0.0772863866995
0708.515.3	0.172837243809
0723.529.1	2.76590568522
0723.529.2	3.23600839451
0723.529.3	2.17935991523
0725.527.1	0.792906233116
0725.527.2	0.693963162685
0730.536.1	3.27947347904
0730.536.2	0.14623086838
0730.536.3	2.16651373531
0755.549.1	3.08225800884
0755.549.2	3.16007241571
0760.569.1	0.604547561664
0760.569.2	1.3191393207
0760.569.3	3.49921524671
0775.568.1	0.0698362130841
0775.568.2	0.71421998633
0775.568.3	2.74097021458
0788.597.1	1.42341335511
0788.597.2	1.95817642446
0788.597.3	1.87412142955
0825.610.1	1.9429793464
0825.610.2	0.128183937065
0825.610.3	0.852341460728
0825.610.4	1.66769388505
0847.616.1	2.99564230154
0847.616.2	2.1572594654
0847.616.3	2.59328199164
0847.616.4	2.91372878031
0858.627.1	3.28508166573
0858.627.2	2.88638801094
0869.631.1	4.38512027975
0869.631.2	0.358316163124
0880.641.1	0.773270978527
0880.641.2	0.899182002984
0880.641.3	3.37265890293
0959.704.1	2.08394045468
0959.704.2	1.44426400297
1031.761.1	0.0433218598426
1031.761.2	0.365244023998
1169.852.1	1.55849536551
1169.852.2	0.480054704521
1184.867.1	2.67593829301
1184.867.2	2.4570878544
1192.879.1	3.18262547387
1192.879.2	3.11699325193
1317.970.1	1.95595937408
1317.970.2	2.68740089548
1416.1052.2	0.126415142405
1416.1052.3	0.371232326641
1443.1076.2	2.51740195783
1443.1076.3	2.76900294265
1485.1102.1	0.363612312728
1485.1102.2	0.522185308832
1510.1125.1	0.0919857499636
1510.1125.2	0.253379505863
1511.1126.1	1.42098108835
1511.1126.2	1.57716792846
1513.1128.1	0.471287172076
1513.1128.2	1.11775695281
