	shannon
0001.003.1	1.43304172576
0001.003.2	0.00796262771864
0001.003.3	0.0159246197605
0001.003.4	-0.0
0001.003.5	0.818411450109
0001.003.6	0.827520280494
0008.007.3	0.0702581590711
0008.007.4	0.142572278867
0008.007.5	0.656914896734
0008.007.6	2.47858593379
0018.017.3	2.28022289733
0018.017.4	2.05393813225
0018.017.5	2.69824911598
0018.017.6	2.44516923977
0021.023.5	2.68208210445
0021.023.6	3.71175995736
0021.023.7	3.06654496962
0029.043.2	2.08412828855
0029.043.3	2.93224339613
0029.043.4	3.21323518056
0032.033.1	2.04995144467
0032.033.2	2.83823175235
0032.033.4	1.89309200175
0032.033.5	1.99199707597
0032.033.6	2.8275643382
0036.028.3	2.64515090033
0036.028.4	3.67522362453
0036.028.5	3.51445701181
0036.028.6	3.84073248083
0041.030.3	0.251399536968
0041.030.4	1.47094161046
0044.034.1	1.30739320494
0044.034.2	2.60894514589
0044.034.3	2.42357628044
0044.034.4	2.70992119413
0044.034.5	3.1226150322
0047.038.3	2.04232375471
0047.038.4	0.618812516346
0047.038.5	1.61681737771
0051.064.5	3.61938324162
0051.064.6	3.15574046106
0055.051.1	0.341836688276
0055.051.2	0.948307781273
0055.051.3	0.0877892977987
0055.051.4	0.959645827175
0055.051.5	2.77404915609
0055.051.6	1.72344338606
0055.051.7	1.01453724289
0058.068.1	0.260241563574
0058.068.2	1.81407809654
0058.068.3	2.82823383391
0058.068.4	3.14111286137
0061.057.2	3.56622532254
0061.057.3	3.30408483527
0061.057.4	2.50542742346
0067.062.1	2.46961873586
0067.062.2	1.25438191295
0067.062.3	2.1968006449
0067.062.4	1.2231416903
0067.062.5	1.39532201644
0067.062.6	0.338129006917
0068.050.1	0.989656494649
0068.050.2	1.91087518321
0068.050.3	1.52711047632
0068.050.4	1.47628756111
0068.050.5	3.00133576636
0068.050.6	2.09588038367
0079.069.1	2.74174117347
0079.069.2	2.94473211323
0079.069.3	2.09784574863
0079.069.4	2.95002358203
0079.069.5	2.53376650845
0079.069.6	3.18046964161
0079.069.7	3.39171736526
0085.075.1	1.87001589256
0085.075.2	2.33009458173
0085.075.3	2.30783832803
0085.075.4	0.387638129889
0085.075.5	1.57204393251
0085.075.6	2.54153460827
0090.080.1	0.256923151661
0090.080.2	0.0631769687688
0090.080.3	0.496165828148
0090.080.4	2.72758930153
0090.080.5	1.63890263648
0090.080.6	1.36363690256
0090.080.7	2.61321559664
0094.086.1	0.804773005272
0094.086.2	0.118025110443
0094.086.3	0.389038915103
0094.086.5	0.571320432667
0094.086.6	0.0731865971212
0094.086.7	2.72873741532
0094.086.8	0.0305195551106
0095.084.2	2.5039901471
0095.084.3	1.24252949159
0098.098.1	0.0384796375856
0098.098.2	0.485738705888
0098.098.3	3.10631071677
0098.098.4	1.41207638061
0100.083.1	2.6473171045
0100.083.2	3.69331455398
0100.083.3	2.99397854194
0100.083.4	2.87620058037
0101.088.1	3.42467376703
0101.088.2	2.95004766579
0101.088.3	2.85716365905
0101.088.4	2.87898439731
0101.088.5	1.80077276281
0101.088.6	0.765730289144
0106.082.2	0.0384796375856
0106.082.3	2.35937481996
0121.101.1	1.92064228802
0121.101.2	1.93836546502
0121.101.3	2.01240087493
0123.103.4	2.5879792698
0123.103.5	2.86713938807
0135.111.2	0.361188201567
0135.111.3	0.0919552732943
0135.111.4	2.11658733684
0135.111.5	2.83516268812
0135.111.6	2.34606731649
0136.112.1	2.68783588312
0136.112.2	3.35374457303
0136.112.3	2.01582916619
0136.112.4	3.19855563022
0136.112.5	2.90928575076
0136.112.6	3.47394905706
0138.113.1	2.6244114386
0138.113.2	1.3022586165
0138.113.4	0.0400624134976
0138.113.5	2.7417689199
0139.114.1	0.0618498287555
0139.114.2	1.49443333649
0139.114.3	1.76926727293
0154.119.2	2.23648058871
0154.119.3	2.76761386455
0154.119.4	2.56960916307
0158.129.1	0.194813153544
0158.129.2	0.430674365757
0158.129.3	0.111157954736
0158.129.4	0.110072704554
0158.129.5	3.3108427747
0158.129.6	0.731379503462
0180.142.1	2.80019952718
0180.142.2	0.195859231899
0180.142.5	1.66714502653
0180.142.6	0.835567507622
0180.142.7	0.759146716523
0180.142.8	0.327103438709
0203.151.1	2.20964155956
0203.151.2	2.86061816887
0203.151.3	2.36665062093
0203.151.4	2.75501306005
0218.162.1	0.600490025123
0218.162.2	0.397697325766
0218.162.3	0.526965961939
0218.162.4	0.413198215689
0218.162.5	0.15960839977
0229.171.1	1.90657845453
0229.171.2	0.221099769313
0262.198.1	0.046439082691
0262.198.2	1.65247192624
0275.201.2	2.37135439606
0275.201.3	4.22481368707
0275.201.4	2.34078905125
0275.201.5	2.63403921302
0275.201.6	2.16884202077
0275.201.7	1.64300802393
0275.201.8	2.00071185516
0282.202.1	1.09042390317
0282.202.2	0.0715429458427
0303.208.1	0.0291924150973
0303.208.2	0.435506769723
0387.272.1	2.55527750864
0387.272.2	2.54566891648
0387.272.3	3.10956475325
0397.268.1	2.9684449026
0397.268.2	2.85746972426
0411.296.1	1.94205844281
0411.296.2	1.37347230556
0411.296.3	0.965379699481
0411.296.4	2.68168264677
0411.296.5	1.52098325607
0411.296.6	0.848495788835
0421.295.1	0.742154448906
0421.295.2	0.734817233393
0421.295.3	0.946511013665
0421.295.4	1.01550948658
0422.293.1	0.0721390262616
0422.293.2	0.071628192645
0424.282.1	1.53362467673
0424.282.2	0.701990214888
0424.282.3	0.999501964632
0424.282.4	1.077048919
0424.282.5	2.11202887111
0424.282.6	3.03982960944
0430.289.1	2.54108143276
0430.289.2	2.42106635858
0430.289.3	1.72154378689
0430.289.4	2.48789674382
0430.289.5	1.8096104257
0434.290.1	2.95403550895
0434.290.2	2.52970046578
0434.290.3	3.48714805171
0434.290.4	2.87805450062
0434.290.5	2.36775521328
0444.312.1	2.93443507776
0444.312.2	3.52592799098
0445.323.1	3.18060563705
0445.323.2	3.54983819125
0445.323.3	3.47189068943
0445.323.4	3.21240934539
0445.323.5	3.42142398599
0446.315.1	0.146722128683
0446.315.2	0.55131409078
0446.315.3	0.0225588356899
0446.315.4	0.629318984863
0446.315.5	0.249696061352
0455.313.1	0.235949946473
0455.313.2	1.2678070604
0455.313.3	4.10098519147
0455.313.4	2.64095475988
0455.313.5	0.165662399963
0476.335.1	2.92051540793
0476.335.2	0.206573599338
0476.335.3	0.0451119426777
0476.335.4	0.0968287562845
0476.335.5	0.0955016162713
0484.349.1	2.61144362332
0484.349.2	1.83495056596
0484.349.3	2.41497549237
0484.349.4	3.43276571075
0484.349.5	2.19714276272
0590.427.3	2.5462426581
0590.427.4	2.29726489292
0650.470.1	2.34233492243
0650.470.2	2.6906637407
0650.470.3	4.03990771233
0650.470.4	2.19067495288
0662.479.2	2.28983399696
0662.479.3	1.13926226328
0671.486.1	1.6008241524
0671.486.2	0.968622765343
0671.486.3	2.53915744421
0671.486.4	1.26297700836
0675.493.1	3.85189610758
0675.493.2	2.40934447479
0691.499.1	2.60349036559
0691.499.2	2.82018614391
0691.499.3	0.860563774166
0695.498.1	2.30003790698
0695.498.2	1.93721587247
0707.511.1	0.449314732496
0707.511.2	1.00709365806
0708.515.1	0.245243611732
0708.515.2	0.0689864495267
0708.515.3	0.190349134627
0723.529.1	2.82780574108
0723.529.2	3.18274810279
0723.529.3	2.20449321758
0725.527.1	0.739773240034
0725.527.2	0.682370356647
0730.536.1	3.26680545538
0730.536.2	0.165999545774
0730.536.3	2.16704323464
0755.549.1	3.06040409565
0755.549.2	3.19379914248
0760.569.1	0.489215448178
0760.569.2	1.352230505
0760.569.3	3.51589326703
0775.568.1	0.0618498287555
0775.568.2	0.726064485081
0775.568.3	2.73491430982
0788.597.1	1.58425989249
0788.597.2	1.88547497751
0788.597.3	1.85898084675
0825.610.1	2.00758895895
0825.610.2	0.0862116361784
0825.610.3	0.833933713825
0825.610.4	1.71765880053
0847.616.1	2.89288799943
0847.616.2	2.18210367727
0847.616.3	2.57475887638
0847.616.4	2.91631284532
0858.627.1	3.22284061758
0858.627.2	2.93043230817
0869.631.1	4.2071778261
0869.631.2	0.420898095041
0880.641.1	0.78921485982
0880.641.2	0.900904818326
0880.641.3	3.4086591135
0959.704.1	2.1989553488
0959.704.2	1.41813114151
1031.761.1	0.0366515768675
1031.761.2	0.341484544661
1169.852.1	1.60153402584
1169.852.2	0.53897331324
1184.867.1	2.67741211364
1184.867.2	2.54126427881
1192.879.1	3.12000234017
1192.879.2	3.13116099306
1317.970.1	1.95594169231
1317.970.2	2.66923170816
1416.1052.2	0.142203769968
1416.1052.3	0.369651807696
1443.1076.2	2.58388224455
1443.1076.3	2.85772770279
1485.1102.1	0.432725822526
1485.1102.2	0.517308716474
1510.1125.1	0.103177140365
1510.1125.2	0.248208742936
1511.1126.1	1.38417380211
1511.1126.2	1.57107600959
1513.1128.1	0.527960196071
1513.1128.2	1.1115061312
