ID	0.320945438	0.14595002	0.121546488	0.049833381	0.037068787	0.03555614	0.024611759	0.022288202	0.019632118	0.016765962	0.015799002	0.013896478	0.011465331	0.009753148	0.009201754	0.008484903	0.007550482	0.006665719	0.006326784	0.005896527	0.005501526	0.005133607	0.004980854	0.004611429	0.00458771	0.00422055	0.003921167	0.003702379	0.003461205	0.003275977	0.003205366	0.003021729	0.002852125	0.002678903	0.002623042	0.002543372	0.002389011	0.002368108	0.002163372	0.002133128	0.002047686	0.001903007	0.001886621	0.001795872	0.001758939	0.001645568	0.001605498	0.001521091	0.001425916	0.001286631	0.00126552	0.001215327	0.001172933	0.001099602	0.001051422	0.00101596	0.000978625	0.000955361	0.000921115	0.000868258	0.000811938	0.000788774	0.000763962	0.000700255	0.000678586	0.000638419	0.000608716	0.00058875	0.000522296	0.000502867	0.000493896	0.000475503	0.000446387	0.000415923	0.00039753	0.00036627	0.000350669	0.000324422	0.000298696	0.000294702	0.000270197	0.00026227	0.00024033	0.000225849	0.000218607	0.000198328	0.000182539	0.00016774	0.000157083	0.000146694	0.000129709	0.000125708	0.000111886	0.000101479	9.04E-05	8.25E-05	7.92E-05	7.58E-05	6.50E-05	5.84E-05	5.04E-05	4.77E-05	4.52E-05	4.47E-05	3.87E-05	3.41E-05	2.89E-05	2.61E-05	2.45E-05	2.13E-05	2.03E-05	1.79E-05	1.49E-05	1.22E-05	1.12E-05	9.47E-06	9.13E-06	8.32E-06	6.76E-06	5.36E-06	5.21E-06	4.66E-06	4.15E-06	3.40E-06	3.20E-06	2.43E-06	2.04E-06	1.85E-06	1.25E-06	9.16E-07	6.59E-07	4.72E-07	2.23E-07	1.61E-07	4.65E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.1	-0.324864165	0.144850529	0.402136111	0.022516858	-0.063589467	0.144761836	-0.01759648	0.12110104	-0.022181672	0.13761755	-0.001656223	0.145831569	-0.079550075	0.054702298	-0.043050452	0.026223518	-0.033455628	0.023249476	-0.021232352	0.023014021	0.013852716	-0.005897224	0.009712453	-0.018636016	0.028938903	-0.066809989	0.017321411	-0.008675513	0.011813015	-0.016651157	0.01351249	-0.006115175	0.060539894	-0.011512952	0.011566565	-0.001022282	-0.024385829	0.020693995	-0.018799107	0.003832598	0.006723222	0.002302188	0.022452977	-0.042963546	0.004629171	0.007803896	0.01508032	-0.017540244	-0.011812888	0.031508997	0.010293904	-0.030091033	-0.012155429	-0.000100622	-0.014830321	-0.01310603	0.023624164	0.002922739	-0.006811171	0.004496663	-0.011724968	0.027529656	-0.032967695	0.019781197	-0.035050464	0.021696837	-0.021330837	0.029911601	-0.007779887	0.011556522	-0.004767967	0.028426272	-0.016831211	0.027866468	-0.022971344	0.002419573	0.026883135	-0.014148125	0.010224049	0.010094938	-0.017161693	0.013437082	0.007455138	-0.009069869	-0.00721484	0.010627085	2.98E-05	0.011504381	-0.001871432	-0.001516048	-0.003526551	-0.000456204	0.007974864	0.002910443	0.002036537	-0.002047515	-0.006563806	-0.000685214	-0.000250017	-0.000213962	-0.002888791	0.003904992	0.005120337	0.002470566	0.000508589	0.000353373	0.000216659	0.000667136	0.000611851	0.004338877	0.000441945	0.001778305	0.001389293	-0.000217984	-0.000370384	-0.001088107	-5.91E-06	-0.000792866	-0.000539115	-0.000823772	-0.000599343	-0.000655384	-0.000574251	-0.000861237	-0.00017095	-0.000307036	-0.000121753	-0.000221635	-0.000207673	-0.000131326	-3.21E-05	-4.59E-05	-3.42E-05	-2.25E-05	-1.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.2	0.528227971	0.129058129	-0.080190286	0.02076456	-0.005726258	0.049880557	-0.030680748	0.046678773	-0.024217156	-0.002293397	0.018930783	0.018948704	0.005225281	-0.022402776	0.013820737	0.028243241	0.017394353	-0.011586201	-0.005219214	0.007782629	0.028361935	0.009436088	-0.020385515	-0.006262205	0.01063863	0.000960369	-0.004352396	-0.011847881	0.011813922	-1.53E-06	0.001860071	-0.003042551	0.006476697	0.002502909	0.002556217	0.0044122	0.004649175	0.000937628	0.001570324	-0.004578381	-0.002349691	-0.003392003	0.005477849	-0.002513772	0.004047729	0.002712912	-0.00297618	0.002723025	-0.003953886	0.003822559	-0.007367598	0.007020069	-0.000435915	-0.001623336	-0.000646038	0.002688607	0.004116728	0.002990703	-0.003399214	0.003213414	-0.000640987	0.000720905	0.003022696	0.002810971	0.00884766	-0.004467046	0.001361114	0.000148069	-0.004756823	-0.003705804	0.001934226	0.005792981	-0.005533232	0.004143914	-0.003811665	0.003815046	-0.001022953	-0.0024225	0.004855921	0.000821359	-0.004835049	0.000589508	0.005170146	-0.005162074	-0.003100422	0.003145731	-0.001013466	-0.006766537	0.003944953	0.001428987	-0.000582607	0.004025396	0.00439801	0.004677654	0.003693127	-0.000557465	-0.000496538	0.003113438	0.005630901	-0.001387191	-6.09E-05	0.003169567	-0.00203206	-0.002678104	-0.005005925	0.002434149	0.000989315	-0.000611477	0.003577602	-0.001559586	3.89E-05	-0.003094333	-9.97E-05	-0.000236369	0.001111439	0.00201668	-0.000795458	-0.000211953	0.000487107	-0.004130233	-0.000313255	0.003236858	-0.002111024	-0.000496913	-0.000323029	-0.00362067	-0.001013559	-0.000959044	-0.000243208	0.000127029	0.000154412	0.001309204	0.000822492	-0.001358815	-0.000989619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.3	0.527609355	0.128899518	-0.080028404	0.020975254	-0.00578757	0.049780257	-0.030748766	0.046415966	-0.0236681	-0.001996852	0.018316747	0.018777282	0.005693816	-0.021698126	0.013679198	0.027939877	0.016384822	-0.012061175	-0.005283789	0.00805547	0.028201855	0.009456789	-0.019728213	-0.006687481	0.010033162	0.002508723	-0.004177503	-0.011706075	0.011549084	-0.000113623	0.002405128	-0.003380278	0.007061203	0.003024372	0.002469014	0.004016477	0.003545666	0.0009135	0.002138194	-0.004242478	-0.00241257	-0.00251357	0.005565633	-0.001701529	0.004531883	0.002933102	-0.002757986	0.002589965	-0.004111258	0.003839433	-0.007038329	0.006673428	0.000979026	-0.002244775	0.00036917	0.002098583	0.004421961	0.003354498	-0.003343736	0.003422797	0.001681021	0.000301338	0.003302075	0.002350336	0.008396421	-0.004323045	0.00065981	-0.000428083	-0.003099123	-0.002783276	0.00250761	0.005847848	-0.004434343	0.004139215	-0.002428885	0.004346836	-1.47E-06	0.001305396	0.005802838	0.001746394	-0.005503675	0.000113644	0.003979432	-0.003001913	-0.003464945	0.002273196	0.000923769	-0.006172734	0.002816488	0.00073169	-0.000801676	0.004116895	0.005012738	0.003600514	0.003276156	-0.001098949	-0.001335561	0.006957168	0.00390193	-0.002666148	0.003338523	0.003879517	-0.000852648	0.00165808	-0.002342207	0.003900989	0.002423851	0.002939763	0.002217235	-0.006979082	-0.001610452	-0.000947583	-0.002617472	-0.001594808	0.001844965	0.001918538	-0.004480269	-0.002645119	-0.006157625	0.004301866	-0.000752951	-0.000797441	-0.002109258	-0.000780555	0.002051792	-0.003699778	-0.003303384	0.001080848	0.00082251	-0.001696469	0.00232168	0.000749516	-0.000171659	-0.000990571	0.000961416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.4	0.528260291	0.129142055	-0.080265322	0.020749688	-0.005724421	0.049840423	-0.030697413	0.046684938	-0.024223247	-0.002316284	0.018883472	0.018914711	0.005294632	-0.022389771	0.013783452	0.028173006	0.017442623	-0.011661513	-0.005235903	0.007684989	0.028312895	0.009485144	-0.020594066	-0.006275503	0.01073645	0.000985928	-0.004427772	-0.011912529	0.011842219	-2.45E-05	0.001814481	-0.003206005	0.006294654	0.002426272	0.00263707	0.004751033	0.004702626	0.000817226	0.001611416	-0.004793867	-0.00215562	-0.003679367	0.005557152	-0.002313479	0.004055767	0.002809485	-0.00302043	0.00269695	-0.003759112	0.003353852	-0.007426162	0.007142062	-0.000851101	-0.001544399	-0.000529178	0.003100283	0.00386417	0.003139237	-0.00332558	0.002940325	-0.000622922	0.000280072	0.002636212	0.003234762	0.008360779	-0.004237891	0.001279814	-0.000267076	-0.00493118	-0.003746752	0.001634387	0.006044741	-0.005505547	0.004214363	-0.003971091	0.004316425	-0.000721786	-0.002354436	0.005118447	0.0009417	-0.004362686	0.000436479	0.004705646	-0.00494728	-0.00348029	0.003413826	0.000120261	-0.006878401	0.003477231	0.001750856	-0.000816125	0.003836725	0.004051527	0.003677051	0.003827261	-0.00044821	-0.000410408	0.003942894	0.005395704	-0.002896365	-0.000917682	0.003271282	-0.002566317	-0.002650019	-0.004901166	0.003345721	-0.003066169	-0.001174919	0.001981539	-0.000218293	-0.002070035	-0.001707526	0.002214191	-0.000972964	0.002172775	0.000581153	-0.000873496	0.000483476	0.000767721	-0.003059206	-0.001006657	0.004215128	0.000361281	0.002450161	-0.000102507	-0.002481229	-0.000139169	-9.10E-05	-0.000987141	0.001273371	0.000989687	0.002059988	-0.00152314	0.000707204	0.000278524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.5	0.526217165	-0.105738058	0.024179703	-0.04898162	0.000707542	0.02150032	0.03014965	-0.008191593	0.007784349	-0.038014409	0.023214699	0.004538227	-0.043184093	-0.017093127	-0.022270071	-0.017916302	0.008504133	0.020024551	-0.011298924	-0.021782011	-0.042162156	-0.018918718	0.026808243	0.003599401	0.005373629	-0.002110461	0.020858697	-0.003160465	-0.023474488	-0.004744325	-0.010903592	0.013552209	-0.010054397	0.001594942	0.013789497	0.016137042	0.012040703	0.000917482	-0.006031211	-0.004005824	0.028467339	0.00728128	0.008500731	-0.004409256	0.007513208	0.011591948	0.007740421	-0.002155868	-0.025009231	0.001255082	-0.024433383	0.020424873	0.007367184	-0.000791849	0.004641371	-0.01022701	0.005717154	-0.003009073	-0.002916091	-0.0079209	0.002491647	0.003860251	-0.009969101	-0.003324683	0.00855017	-0.007421854	-0.015343363	-0.001686003	0.008929415	0.009837886	0.009686755	-0.021040892	0.003942137	-0.001766288	-0.008086821	0.007945586	0.010532781	-0.019609908	0.002522606	-0.012955603	0.003756424	-0.0079121	0.011283766	0.008731845	0.000885589	-0.006903285	-0.012466202	-0.005875058	0.006156322	0.004241935	-0.008150571	0.001528442	-0.005051473	0.002968353	0.00348545	0.004702996	0.006367549	0.002910744	0.000962677	0.003006002	-0.000218664	-0.006371802	0.008538527	-0.005559716	-0.00441972	0.004628959	0.001895334	0.005147273	0.004162683	0.0014998	0.002667949	0.00822038	0.001485963	-0.000134275	0.001827792	0.003136927	-0.000281116	-0.003518577	0.002507295	0.001140469	-0.001601748	0.001435152	0.001919729	-0.000357723	-0.001437677	-0.000214494	-0.004035639	-0.002179943	-0.000167027	0.000154206	-0.000103159	-0.001778725	-0.001025205	-0.00048643	-6.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0001.003.6	0.524031138	-0.118379343	0.028359573	-0.052751508	0.001911488	0.019443285	0.03299306	-0.011233102	0.009186873	-0.038478331	0.022031873	0.002420135	-0.045178984	-0.017189528	-0.021031281	-0.019349516	0.004786851	0.022654066	-0.009567849	-0.019179403	-0.041650124	-0.01458035	0.025163019	0.001955397	0.006212304	-0.00287	0.018646727	0.00055327	-0.024752756	-0.003154263	-0.01294201	0.010248264	-0.009340088	0.003268808	0.01435616	0.01698944	0.015773509	0.002007813	-0.005561203	-0.003982839	0.027607616	0.004030778	0.012078122	-0.002783417	0.008923188	0.012398449	0.009989449	-0.004093831	-0.024712884	0.001341922	-0.020656584	0.019708724	0.007707556	-0.001386605	0.007548257	-0.012529032	0.00597433	-0.000252754	-0.002086168	-0.006947412	0.00529963	0.001782827	-0.012326651	-0.001454248	0.006661408	-0.01060671	-0.016848043	-0.006349022	0.010741729	0.00747602	0.00779669	-0.01804304	0.006267346	-0.003773969	-0.015420031	0.00868258	0.010329033	-0.019007868	0.003564527	-0.011301864	0.004579056	-0.004558351	0.007832735	0.008717162	-0.005020405	-0.003146127	-0.009940035	-0.008041004	0.004297322	0.001323452	-0.007311076	0.002729979	-0.010776841	-0.001045657	-0.000291046	0.004051272	0.008616754	0.00079926	-0.001838231	-0.008777697	0.006382076	-0.005195522	0.000752679	-0.007351444	-0.00838852	0.002692473	-0.003881815	-0.00085822	0.000341645	0.004011463	-0.003936526	0.002444656	0.00479205	0.002177447	0.004447154	-0.000453252	0.001980567	0.002759	-0.002517826	-0.004342715	-8.84E-05	0.000449426	-0.003675044	0.000499	0.0019711	0.001399241	0.004001634	0.00203543	-0.00132182	-0.000818232	-0.000507074	0.001340559	0.001126498	0.000732216	7.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.3	0.526516523	0.1228315	-0.075016424	0.018900505	-0.006329443	0.048326493	-0.028054075	0.041611805	-0.022495432	-0.000943239	0.013240188	0.017153757	0.004881361	-0.019983743	0.00893909	0.024526034	0.02255359	-0.012803252	-0.007784857	0.004853173	0.021565684	0.003935326	-0.015716208	-0.004372217	0.004039879	0.001802018	-0.00298077	-0.007016184	0.006535195	-0.001561937	0.001232774	-0.003869942	0.004895734	0.00162183	-0.001711696	-0.003022561	-0.001671535	-0.0036468	0.000208562	-0.000175245	-0.007916771	-0.006042457	0.001715716	0.002026166	-0.000301625	0.001951049	-0.004063813	-0.002059136	-0.003348344	0.006307287	-0.001331629	0.000406652	7.27E-05	-0.000513503	0.000511527	-0.009348064	-0.002968101	-0.002965599	-0.001470055	0.00033528	0.000874132	0.002754326	-0.000991215	-0.005035012	0.002508978	0.003005417	0.003982187	-0.004508476	0.001027903	-0.004544873	-0.011006297	-0.001118555	-0.003465117	0.000720382	0.002760678	0.000676962	-0.000372985	-0.00837942	-0.007187246	-0.014397268	0.003505928	0.005144642	0.011833389	0.000630644	-0.000320619	-0.006155089	0.001251014	0.00279913	-0.001551352	0.001212003	0.006032	0.006967247	-0.000773035	-0.000947075	-0.000522738	0.001253289	0.00029186	-0.008019176	-0.004342161	-0.006333349	0.000279402	-0.004699678	0.000467415	0.001515538	0.002823399	-0.003825396	-0.007801891	0.005077148	-0.001307149	0.004271265	0.002535184	-0.003503797	-0.000303019	0.001681004	0.000571274	-0.004678632	-0.00193374	-0.000894932	-0.00309432	-0.001491255	-0.005860895	-0.000931976	0.004440606	-0.000989123	-0.002746997	-0.004291094	-0.002594512	0.003192582	0.002149195	-0.000560611	-0.002418061	7.20E-05	0.001391752	6.30E-05	0.000192205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.4	0.527789786	0.114418731	-0.069622824	0.017391692	-0.007124464	0.047283367	-0.025554453	0.037894839	-0.02095892	-0.002384162	0.011651766	0.016787898	0.002141363	-0.018701342	0.004537858	0.020851825	0.023931513	-0.013145756	-0.010405025	0.001292852	0.013621063	-0.002723918	-0.008076156	-0.003333318	-0.001704946	0.006059309	0.002526111	-0.002799092	0.005451583	-0.000850464	0.004159666	-0.002093819	0.003658759	0.000859124	-0.002967237	-0.007414018	-0.005647047	-0.003690708	-0.001778848	0.00205759	-0.014924216	-0.005912354	-0.003314833	0.000978548	-0.003608513	0.001413295	-0.007323409	-0.00478458	0.000941168	0.007192948	0.007409853	-0.001853804	-0.00492879	0.001855988	0.00308127	-0.015814964	-0.008145726	-0.001927584	0.00205857	0.002450279	0.00017221	0.007069023	-0.005346921	-0.007561205	0.002377131	-0.000363047	0.003401326	-0.003255641	0.002712659	-0.002882137	-0.014949909	-0.006301236	0.000193718	-0.003037893	0.003386685	0.000997761	0.004519857	-0.003104781	-0.005819276	-0.01406735	0.00729389	0.011099915	0.011904789	-0.006378671	0.008523929	-0.00831326	0.007677615	-0.005297269	0.003126321	9.59E-05	0.000437698	0.007939453	0.008237207	0.009871668	-0.00669204	0.000106156	0.003115279	-0.005732386	-0.000234699	0.002777975	0.000179028	0.001347137	-0.000670721	-0.00489695	0.000445377	0.00209009	0.007598532	-0.002778658	0.003770977	-0.003356843	0.007165278	-0.001197019	-0.000426087	-0.001800702	-0.000553724	-0.000255907	-0.005410608	-0.002871955	0.003265639	0.000990481	0.000851403	-0.000969952	-0.003464001	0.001957612	-0.001573814	0.004071506	0.000599863	0.001487745	-0.002142527	0.000280346	-0.001320659	0.001064247	-0.000136082	-0.000304165	-0.000140611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0008.007.5	0.532745431	-0.021071473	-0.007815074	-0.024747469	-0.004139684	0.03318082	0.010130143	0.009134619	-0.00184823	-0.030405109	0.022902586	0.014526163	-0.030898852	-0.015768073	-0.022560477	-0.007712738	0.026457281	-0.00010487	-0.024189825	-0.035918383	-0.042465277	-0.03863699	0.033092482	0.014002688	-0.00033811	0.003147582	0.036264928	-0.020048822	-0.007473699	-0.010399905	-0.004307864	0.02874285	-0.018031503	-0.008431776	0.001671336	0.008950401	-0.005431308	-0.006654979	-0.007392057	-0.006392841	0.023949299	0.016246966	-0.011982172	-0.000415613	-8.81E-05	0.005138137	-0.007654597	0.008548443	-0.012889842	-0.000349769	-0.025552274	0.014759091	-0.004149896	-0.004050171	-0.010665865	0.009782855	-0.001032555	-0.009785961	-0.009525594	-0.010073846	-0.008038673	0.00123176	0.010890478	0.002024077	0.018336045	0.013023313	0.004521741	0.008816099	-0.01780245	0.006661875	0.000522718	-0.008664755	-0.01075038	0.003983454	0.016901827	0.008801695	0.000757956	-0.002603493	-0.000187619	-0.003501304	-0.007030614	0.003047153	0.004820393	-0.008435858	0.006512505	-0.002352551	0.014225768	0.002764753	-0.008548197	0.007153143	0.011378365	-0.005829803	0.01242116	0.004458078	0.002234776	0.007454106	-0.012394513	0.008816899	0.009098495	0.01156652	0.001142767	-0.002443161	0.001308886	0.004707877	-0.004734975	-0.014608578	-0.002916458	-0.007714409	0.002008674	-0.009756618	0.002327277	0.001032954	-0.000772198	0.004229115	0.0020596	0.005369564	-0.001568304	0.002430555	-0.004343352	-0.001940525	0.000823233	-0.000557886	0.001745673	-0.002477046	-0.001222036	0.000665083	0.000227292	0.002452908	0.000672835	-0.000880846	-3.46E-05	0.000550743	-0.000448463	0.000168841	-0.000301298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
